Monetary policy stance,Sentence,Central bank,Country
hawkish,"Several members noted that anchoring inflation expectations, i.e. keeping inflationary pressures from taking hold with the economic recovery, was becoming a key issue as demand picked up. ",Hungarian National Bank,Hungary
hawkish,"Others, however, judged last month?s jump in services prices and the widening in the gap between manufacturing and service sector wage indices to be bad news for the inflation outlook.",Hungarian National Bank,Hungary
hawkish,The latest inflation data suggested that prices would rise more rapidly over the near term than in the baseline projection in the August Report.,Hungarian National Bank,Hungary
hawkish,Inflationary pressure arising from postponed price hikes might build up as the recovery proceeded.,Hungarian National Bank,Hungary
hawkish,"Some members, however, noted that monetary policy should respond immediately to potential future rises in inflation risks, because at the moment inflation could be reduced at much lower costs as a consequence of the balance sheet effects for households.",Hungarian National Bank,Hungary
hawkish,"Some members, however, were of the view that households had responded to the economic recession in part by reining back consumption spending and that latent inflationary pressures might arise once consumption picked up as the economy gradually recovered.",Hungarian National Bank,Hungary
hawkish,"Some members noted that perceptions of the risks associated with the economy had fallen over the past six weeks, due mainly to an improvement in global appetite for risk and the  Government?s commitment to meeting this year?s deficit target of below 3%.",Hungarian National Bank,Hungary
hawkish,"The baseline projection for inflation was above the target over the period to 2012, assuming unchanged monetary conditions.",Hungarian National Bank,Hungary
hawkish,"It was noted that the disinflation process had come to an end, despite moderate wage growth, with the sharp increase in food prices playing a key role.",Hungarian National Bank,Hungary
hawkish,"In addition, the negative output gap closing earlier than previously expected might also imply higher future inflation.",Hungarian National Bank,Hungary
hawkish,"By contrast, the recommendations for wage increases, agreed at the National Interest Reconciliation Council, and rises in the price of oil were exacerbating the upside risks to inflation.",Hungarian National Bank,Hungary
hawkish,"Rising consumption, in turn, pointed to a faster-than-expected closing of the negative output gap. ",Hungarian National Bank,Hungary
hawkish,"Both developments had potentially negative implications for inflation expectations, as the output gap might be smaller, which might entail more modest disinflationary effects.",Hungarian National Bank,Hungary
hawkish,"The majority of Monetary Council members judged that inflation was likely to be considerably above the Bank?s 3% target in the coming quarters, due to the significant cost shocks hitting the economy.",Hungarian National Bank,Hungary
